Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
PXXXF,POLARX LTD,OTCQB,0.016200,,0,Foreign Ordinary Shares,Australia,Western Australia
STTDF,STANDARD URANIUM LTD,OTCQB,0.072300,-0.002759,27001,Foreign Ordinary Shares,Canada,British Columbia
BTRAF,BRIGHTSTAR RES LTD,OTCQB,0.259900,,0,Foreign Ordinary Shares,Australia,Western Australia
MLTTY,MULTIPLAN EMPEN UNSP/ADR,Pink Limited,10.000000,,1,ADRs,,
CCMCF,CORE CRITICAL METALS CORP,OTCQB,0.390000,,0,Foreign Ordinary Shares,Canada,British Columbia
CAPTF,CAPITAN SILVER CORP.,OTCQX,1.400000,-0.090909,98723,Foreign Ordinary Shares,Canada,British Columbia
VDRFF,VIDRALA SA,Pink Limited,89.690000,,0,Foreign Ordinary Shares,,
VSIOF,VISION INC,Pink Limited,0.000000,,0,Common Stock,,
NPXYY,NIPPON SANSO HLDG U/ADR,Pink Limited,17.390000,0.007240,98960,ADRs,Japan,
TYNPF,NIPPON SANSO HLDGS CORP,Pink Limited,36.460000,-0.005293,424,Foreign Ordinary Shares,Japan,
WDCTF,WILDCAT RESOURCES LTD,Pink Limited,0.362150,,0,Foreign Ordinary Shares,,
BATXF,BATTERY X METALS INC,OTCQB,1.860000,-0.031250,4787,Foreign Ordinary Shares,Canada,British Columbia
AUCUF,INFLECTION RESOURCES LTD,OTCQB,0.146200,-0.025333,14000,Foreign Ordinary Shares,Canada,British Columbia
OWLTW,OWLET INC WTS,Pink Limited,0.009400,,0,Warrants,USA,Utah
HNTGF,HENGTEN NETWORKS GRP NEW,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
ALTHF,ALTECH CHEMICALS LTD,Pink Limited,0.008000,,0,Foreign Ordinary Shares,,
COSDF,COSOL LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
AUMMF,AUMEGA METALS LTD,OTCQB,0.031000,0.451311,5000,Foreign Ordinary Shares,Australia,Western Australia
PDIYF,PREDICTIVE DISCOVERY LTD,Pink Limited,0.660000,0.031250,645739,Foreign Ordinary Shares,,
KEYCF,KEY COFFEE INC,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
CHFHF,CHINA ART FINL HLDG LTD,Pink Limited,0.011700,,0,Foreign Ordinary Shares,,
NICLF,CLASS 1 NICKEL & TECH,OTCQB,0.122520,0.512593,20000,Foreign Ordinary Shares,Canada,Ontario
EMOTF,EMERITA RESOURCES CORP,OTCQX,0.263950,-0.028166,56476,Foreign Ordinary Shares,Canada,Ontario
GPOTF,GOLD PORT CORP,OTCQB,0.158300,,0,Foreign Ordinary Shares,Canada,British Columbia
TBBC,TRIAD BUSINESS BANK,OTCID,6.500000,,0,Common Stock,USA,North Carolina
PMVC,PMV CONSUMER ACQ CORP A,Pink Limited,438.800000,,0,Common Stock,USA,Florida
PMVCW,PMV CONSUMER ACQ CORP WTS,Pink Limited,0.000400,,0,Warrants,USA,Florida
BSENF,GIEGER ENERGY CORP,OTCQB,0.145200,0.000000,40428,Foreign Ordinary Shares,Canada,Ontario
PLGNF,PLAYGON GAMES INC,Pink Limited,0.004000,,0,Foreign Ordinary Shares,Canada,British Columbia
EULIF,EUROPEAN LITHIUM LTD,OTCQB,0.302400,0.035616,1930468,Foreign Ordinary Shares,Australia,Western Australia
EULLY,EUROPEAN LITHIUM LTD ADR,OTCID,0.000000,,0,ADRs,Australia,Western Australia
WSUPW,WHEELS UP EXPERIENCE WTS,Pink Limited,0.000600,,0,Warrants,USA,Georgia
DAWUF,DAIWA HOUSE REIT INV,Pink Limited,835.956800,,0,Common Stock,,
TRFNF,TRUFIN PLC,Pink Limited,1.045600,,0,Foreign Ordinary Shares,,
ALAVF,ALLIANCE AVIATION SERVICE,Pink Limited,0.460000,,0,Foreign Ordinary Shares,,
IVCTF,INVICTUS ENERGY LTD,OTCQB,0.049000,-0.020000,98000,Foreign Ordinary Shares,Australia,Western Australia
TAOFF,IPERIONX LTD,Pink Limited,3.250000,-0.097222,100,Foreign Ordinary Shares,USA,Virginia
BRVDF,BRAVIDA HLDG AB,Pink Limited,13.400000,,0,Foreign Ordinary Shares,,
CYNXF,INTERNATIONAL MTLS MNG,Pink Limited,0.120000,,0,Foreign Ordinary Shares,Canada,British Columbia
SUNPF,SUN PEAK METALS CORP,OTCQB,0.309000,-0.046591,51513,Foreign Ordinary Shares,Canada,British Columbia
TRUIF,TRU PRECIOUS METALS CORP,Pink Limited,0.035900,0.143312,20000,Foreign Ordinary Shares,Canada,New Brunswick
SAEYY,REDCARE PHAMACY  UNSP/ADR,Pink Limited,6.850000,,0,ADRs,The Netherlands,
SHPPF,SHOP APOTHEKE EUROPE NV,Pink Limited,64.800000,,0,Foreign Ordinary Shares,The Netherlands,
ELECF,ELECTRIC ROYALTIES LTD,OTCQB,0.086000,,0,Foreign Ordinary Shares,Canada,British Columbia
FRARF,FERRO ALLOY RESOURCES,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Guernsey,
SMEGF,SIEMENS ENERGY AG,Pink Limited,189.290000,0.048872,4540,Foreign Ordinary Shares,Germany,
SMERY,SIEMENS ENERGY AG S/ADR,Pink Limited,183.300000,0.009917,139073,ADRs,Germany,
MEKTF,MIE KOTSU GRP HLDGS,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
RMRYF,ARMORY MNG CORP,Pink Limited,0.020200,-0.079517,214,Foreign Ordinary Shares,Canada,British Columbia
SSYRF,SASSY GOLD CORP,Pink Limited,0.004680,-0.606723,1550,Foreign Ordinary Shares,Canada,British Columbia
NWBTF,NEWBORN TOWN INC,Pink Limited,0.001300,,0,Foreign Ordinary Shares,,
ALRDF,DEFENCE HLDGS PLC,OTCQB,0.020000,,0,Foreign Ordinary Shares,United Kingdom,England
REEEF,RAREX LTD,Pink Limited,0.019950,,0,Foreign Ordinary Shares,Australia,Western Australia
CEMLF,CORE ENERGY MINERALS LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Australia,Western Australia
HCGOF,HAICHANG OCEAN PK HLDGS,Pink Limited,0.160000,,0,Foreign Ordinary Shares,China,Hong Kong
SAVNF,SAVANNAH RESOURCES PLC,Pink Limited,0.084800,,0,Foreign Ordinary Shares,United Kingdom,
GRTNF,GREENTOWN SVC GROUP,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
ADVNF,ADVANCE ZINCTEK LTD,Pink Limited,0.530000,,0,Foreign Ordinary Shares,,
VACBF,NYKODE THERAPEUTICS AS,Pink Limited,0.324700,,0,Foreign Ordinary Shares,,
NEXUF,NEXUS URANIUM CORP,OTCQB,0.493100,-0.088203,1589,Foreign Ordinary Shares,Canada,British Columbia
RVSGF,RIVERSGOLD LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SMRGF,SMAREGI INC,Pink Limited,13.700000,,0,Foreign Ordinary Shares,,
TRCSY,TRANSCOSMOS INC UNSP/ADR,Pink Limited,0.000000,,0,ADRs,,
FJSIY,FUJI SEAL INTL UNSP/ADR,Pink Limited,0.000000,,0,ADRs,,
SMPEF,SOUTHERN EMPIRE RES CORP,Pink Limited,0.070300,,0,Foreign Ordinary Shares,Canada,British Columbia
MSOGF,MINISO GROUP HOLDING LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,China,
NUZTF,NEURIZON THERAPEUTICS LTD,OTCQB,0.110000,,0,Foreign Ordinary Shares,Australia,Victoria
PLTXF,JIVA TECHNOLOGIES INC,Pink Limited,0.010500,,0,Foreign Ordinary Shares,Canada,British Columbia
FCAFF,FIRM CAP APT REIT,Pink Limited,2.750000,,0,Units,Canada,Ontario
RIOXF,RION CO LTD,Pink Limited,14.630000,,0,Foreign Ordinary Shares,,
MLGRF,MITSUBISHI EST LG REIT UT,Pink Limited,0.000000,,0,Units,,
ONSTF,ONE SOFTWARE TECHNOLOGIES,Pink Limited,0.000000,,0,Common Stock,,
JNHMF,JACK NATHAN MED CORP,Pink Limited,0.008950,,0,Foreign Ordinary Shares,Canada,Ontario
AVEFF,AVECHO BIOTECHNOLOGY LTD,Pink Limited,0.004500,,0,Foreign Ordinary Shares,,
PNSPF,PENSANA PLC,Pink Limited,1.080000,-0.068966,160,Foreign Ordinary Shares,United Kingdom,
AKAFF,AKATSUKI INC,Pink Limited,13.720000,,0,Foreign Ordinary Shares,,
TFOAF,TUFTON OCEANIC ASSETS NPV,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Guernsey,
OPADW,OFFERPAD SOLUTIONS WTS,Pink Limited,0.002100,-0.322581,2081,Warrants,USA,Arizona
YGMZF,MINGZHU LOGISTICS HLDGS,Pink Limited,0.002600,-0.037037,53852,Foreign Ordinary Shares,China,
NPMFF,NEWPEAK METALS LTD,Pink Limited,0.000003,,0,Foreign Ordinary Shares,,
QSJC,TANCHENG GROUP CO LTD,Pink Limited,0.165100,,0,Common Stock,Czech Republic,
CMRF,CIM REAL ESTTE FIN TR INC,Pink Limited,2.100000,,12364,Common Stock,USA,Arizona
SGLLF,RICEGROWERS LTD B LTD VTG,Pink Limited,8.330000,,0,Foreign Ordinary Shares,,
MKNGF,MKANGO RES LTD,Pink Limited,0.575600,-0.010657,550,Foreign Ordinary Shares,Canada,British Columbia
DGUPF,DIALOG GROUP BHD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Malaysia,
WSEWF,WARSAW STOCK EXCHANGE,Pink Limited,20.000000,,0,Foreign Ordinary Shares,,
FTCO,FORTITUDE GOLD CORP,OTCQB,4.995000,0.029897,30555,Common Stock,USA,Colorado
THGHY,THG HLDGS PLC UNSP/ADR,Pink Limited,0.280800,,0,ADRs,United Kingdom,England
SMHGF,SIMCERE PHARM GRP LTD,Pink Limited,1.489450,,0,Foreign Ordinary Shares,,
NOTE,FISCALNOTE HLDG INC A,OTCID,0.172500,-0.041667,667240,Common Stock,USA,Washington DC
NOTEW,FISCALNOTE HLDGS INC WTS,OTCID,0.004500,,0,Warrants,USA,Washington DC
HNGZY,HANGZHOU TIGRMD UNSP/ADR,Pink Limited,4.000000,,0,ADRs,,
YAMNF,"YA-MAN LTD, TOKYO",Pink Limited,8.450000,,0,Foreign Ordinary Shares,,
MNBRF,MINBOS RESOURCES LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
NETGY,NETCOMPANY GROUP AS ADR,Pink Limited,0.000000,,0,ADRs,Denmark,
NTCYF,NETCOMPANY GROUP AS,Pink Limited,48.400100,,0,Foreign Ordinary Shares,Denmark,
LMGHF,VICTORY PARTN VIII NORWAY,Pink Limited,1.800000,,0,Foreign Ordinary Shares,,
HSHZY,HOSHIZAKI CORP UNSP/ADR,Pink Limited,8.315000,,55,ADRs,,
FANCF,FIRST ATLTC NICKEL & COLB,OTCQB,0.567200,0.027722,345648,Foreign Ordinary Shares,Canada,British Columbia
NLRCF,NORTHERN LIGHTS RES CORP,Pink Limited,0.086400,0.023212,28500,Foreign Ordinary Shares,Canada,British Columbia
SHEZF,SHENZHEN HEPALINK PHRM GP,Pink Limited,0.469600,,0,Other Security Type,,
KBSR,KBS REAL EST INVT TR III,Pink Limited,0.695600,,26812,Common Stock,USA,California
RDGMF,RIDGELINE MINERALS CORP,OTCQB,0.127520,0.016987,49550,Foreign Ordinary Shares,Canada,British Columbia
KWLGF,KWG LIVING GROUP HLDGS,Pink Limited,0.232300,,0,Foreign Ordinary Shares,,
PLCKF,PLURILOCK SEC INC,OTCQB,0.094500,0.005105,12577,Foreign Ordinary Shares,Canada,British Columbia
LTCH,LATCH INC,OTCID,0.180000,-0.138756,86445,Common Stock,USA,Missouri
SMHRY,SMOORE INTL HLDGS ADR,Pink Limited,2.210000,,0,ADRs,,
SMORF,SMOORE INTERNATIONAL HLDG,Pink Limited,1.400000,,0,Foreign Ordinary Shares,,
HAWWF,HAWTHORN RESOURCES LTD,Pink Limited,0.076000,,0,Foreign Ordinary Shares,,
COFJF,COFCO JOYCOME FOODS LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
FTZFF,FITZROY MINERALS INC,OTCQX,0.298905,0.008792,2000,Foreign Ordinary Shares,Canada,British Columbia
AILTF,ARGENT INDUSTRIAL LTD,Pink Limited,2.300000,,0,Foreign Ordinary Shares,,
ALHPF,ALPHA HPA LTD,Pink Limited,0.470000,,0,Foreign Ordinary Shares,,
AMMPF,AMMPOWER CORP,Pink Limited,0.009050,0.016854,497135,Foreign Ordinary Shares,Canada,Ontario
UPYY,UPAY INC,OTCQB,0.900000,,0,Common Stock,USA,Texas
ENTBF,ENTHEON BIOMEDICAL CORP,OTCID,0.003700,,0,Foreign Ordinary Shares,Canada,British Columbia
ALBAF,ALBA MINERALS RESOCES PLC,Pink Limited,0.000500,,0,Foreign Ordinary Shares,United Kingdom,
FKSHF,FUKUSHIMA GALILEI CO LTD,Pink Limited,19.500000,,0,Foreign Ordinary Shares,,
STBK,STUDIO FINL HLDGS INC,OTCID,12.960000,,0,Common Stock,USA,Tennessee
PHRRF,PHARMATHER HLDGS LTD,OTCQB,0.040825,-0.027050,11000,Foreign Ordinary Shares,Canada,Ontario
GUROF,GURU ORGANIC ENERGY CO,Pink Limited,2.596000,,0,Foreign Ordinary Shares,,
TMRFF,SOMERSET MINERALS LTD,Pink Limited,0.010000,,0,Foreign Ordinary Shares,Australia,Western Australia
HIPOW,HIPPO HOLDINGS INC WTS,Pink Limited,0.000800,,0,Warrants,USA,California
GCGJ,GUOCHUN INTERNATIONAL INC,OTCID,0.520000,,0,Common Stock,USA,Florida
GRYCF,GRAYCLIFF EXPL LTD,OTCID,0.253000,-0.109155,11119,Foreign Ordinary Shares,Canada,British Columbia
WESMF,WEST MNG CORP,Pink Limited,0.032000,-0.172271,58000,Foreign Ordinary Shares,Canada,British Columbia
INNPF,INNOCAN PHARMA CORP,OTCQB,2.400000,,0,Foreign Ordinary Shares,Canada,Alberta
TSAKF,TSAKER CHEM GROUP LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
QCCUF,XXIX METAL CORP,OTCQB,0.085400,,0,Foreign Ordinary Shares,Canada,Ontario
CLCFF,CHRISTINA LAKE CANNABIS,OTCQB,0.024300,0.051948,1250,Foreign Ordinary Shares,Canada,British Columbia
OWECF,ODAWARA ENGINEERING CO,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
RYGYF,REYSAS GAYRIMENKUL YATIR,Pink Limited,0.720700,,0,Foreign Ordinary Shares,Turkey,
BODYW,THE BEACHBODY CO WTS,Pink Limited,0.000500,,0,Warrants,USA,California
MHCUF,FLAGSHIP COMMTY RL EST UT,OTCQX,20.490000,0.018896,3275,Units,USA,Kentucky
IXRRF,IONIC RARE EARTH LTD,OTCQB,0.218900,-0.068511,1524,Foreign Ordinary Shares,Australia,Victoria
AURFF,AURO METALS INC,Pink Limited,0.870000,-0.054348,3422,Foreign Ordinary Shares,Canada,British Columbia
UMRRF,US MASTERS RSDNTL PPTY UT,Pink Limited,0.194003,,0,Units,,
LABFF,LABORATORIOS FARMACEUTICO,Pink Limited,65.863600,,0,Foreign Ordinary Shares,Spain,
LRVIY,LABORATORIOS FARMCTCO ADR,Pink Limited,0.000000,,0,ADRs,Spain,
PTPI,PETROS PHARM INC,Pink Limited,0.006000,0.007895,19317,Common Stock,USA,New York
ALEGF,ALLEGRO EU SA,Pink Limited,8.230000,,12193,Foreign Ordinary Shares,Luxembourg,
ALEUY,ALLEGRO EU SA U/ADR,Pink Limited,10.370000,-0.026291,1028,ADRs,Luxembourg,
NNFSF,NONGFU SPRING CO LTD,Pink Limited,5.490000,,35200,Foreign Ordinary Shares,,
NOGFY,NONGFU SPRING UNSP/ADR,Pink Limited,0.000000,,0,ADRs,,
DGTEF,DIGITAL ASSET TECH INC,OTCQB,0.005000,0.428571,150612,Foreign Ordinary Shares,Canada,British Columbia
OMGGF,OMAI GOLD MINES CORP,OTCQB,1.697000,-0.041243,554361,Foreign Ordinary Shares,Canada,Ontario
VLDXW,VELO3D INC WTS,Pink Limited,0.017400,-0.414141,114250,Warrants,USA,California
FDMDF,4DMEDICAL LTD,Pink Limited,2.700000,0.012563,5000,Foreign Ordinary Shares,,
CURHF,CURVES HLDGS CO LTD,Pink Limited,5.610000,,0,Common Stock,,
USMHF,UNITED SUPER MKTS HLDGS,Pink Limited,0.000000,,0,Common Stock,,
GRNWF,GREENLANE RENEWABLES INC,Pink Limited,0.156025,,0,Foreign Ordinary Shares,Canada,British Columbia
ITGGF,TG HOLDING SPA,Pink Limited,12.500000,0.063830,150,Foreign Ordinary Shares,,
EUMNF,EURO MANAGANESE INC,Pink Limited,0.085900,-0.012644,60917,Foreign Ordinary Shares,Canada,British Columbia
EMGDF,EMINENT GOLD CORP,OTCQB,0.342200,-0.000701,12500,Foreign Ordinary Shares,Canada,British Columbia
HOPHF,HEMOGENYX PHARMA PLC,Pink Limited,2.330000,,0,Foreign Ordinary Shares,United Kingdom,England
HAPBF,HAPBEE TECHNOLOGIES INC,Pink Limited,0.039900,0.153179,12877,Foreign Ordinary Shares,Canada,British Columbia
BGFGF,BEAUCE GOLD FIELDS INC,Pink Limited,0.038700,,0,Foreign Ordinary Shares,,
JDHIF,JD HEALTH INTL INC,Pink Limited,5.850000,,0,Foreign Ordinary Shares,,
JDHIY,JD HEALTH INTL UNSP/ADR,Pink Limited,5.330000,,40,ADRs,,
ALGLF,ALMA GOLD INC,Pink Limited,0.080000,0.000000,23000,Foreign Ordinary Shares,,
BCINF,BANDO CHEMICAL IND LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
NXLLF,NUIX LTD,Pink Limited,1.000000,,0,Foreign Ordinary Shares,,
FOXO,FOXO TECHNOLOGIES INC A,OTCID,0.000100,0.000000,540003,Common Stock,USA,Florida
FOXOW,FOXO TECHNOLOGIES INC WTS,OTCID,0.002600,,0,Warrants,USA,Florida
SSHLF,SUNAC SVCS HLDGS LTD,Pink Limited,0.185900,,0,Common Stock,,
SSHLY,SUNAC SVCS HLDGS UNSP/ADR,Pink Limited,0.424100,,0,ADRs,,
CADLF,CADELER AS,Pink Limited,6.082500,,0,Foreign Ordinary Shares,Denmark,
NPCDF,NIPPON COMMERCIAL DEVELP,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
PLPHF,POLE TO WIN HLDGS CO LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SLSCF,SOLASTO CORP,Pink Limited,0.000000,,0,Common Stock,,
BDMMF,BURGUNDY DIAMOND MINES,Pink Limited,0.001500,,0,Foreign Ordinary Shares,,
LOGC,CONTEXTLOGIC HOLDINGS INC,OTCQB,9.320000,-0.032191,283632,Common Stock,USA,California
IONGF,OSIRIS ONE METALS LTD,Pink Limited,0.023700,,0,Foreign Ordinary Shares,Canada,Ontario
YADGF,YADEA GROUP HLDG GROUP,Pink Limited,1.420000,,0,Foreign Ordinary Shares,,
MGRSF,MAGNETIC RESOURCES NL,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
HGAS,GLOBAL GAS CORPORATION A,OTCQB,0.037000,,0,Common Stock,USA,New York
HGASW,GLOBAL GAS WT 28,OTCID,0.003000,,0,Warrants,USA,New York
TRATF,TRATON SE INH O N,Pink Limited,39.110000,-0.004835,300,Foreign Ordinary Shares,Germany,
TRATY,TRATON SE U/ADR,Pink Limited,37.550000,,50,ADRs,Germany,
RNWHF,RENEW HOLDINGS PLC,Pink Limited,11.050000,,0,Foreign Ordinary Shares,United Kingdom,England
MPWDF,METAL POWDER WKS LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Australia,Western Australia
ABXXF,ABAXX TECHNOLOGIES INC,OTCQX,25.550000,-0.000782,459347,Foreign Ordinary Shares,Canada,Ontario
REGMF,REMEGEN CO LTD,Pink Limited,9.500000,,0,Foreign Ordinary Shares,,
REGMY,REMEGEN CO LTD UNSP/ADR,Pink Limited,0.000000,,0,ADRs,,
SCLZF,SCALES CORP LTD,Pink Limited,2.500000,,0,Foreign Ordinary Shares,,
ENREF,ENERGIX RENEWABLE ENRGIES,Pink Limited,8.090000,,0,Foreign Ordinary Shares,,
NEXNF,NEXE INNOVATIONS INC,OTCQB,0.106325,0.005532,6333,Foreign Ordinary Shares,Canada,Ontario
SCDCF,SCANDIUM CANADA LTD,Pink Limited,0.134400,0.010109,126210,Foreign Ordinary Shares,Canada,Quebec
DETRF,DETERRA ROYALTIES LTD,Pink Limited,3.500000,0.080247,5217,Foreign Ordinary Shares,,
ENEKF,ENEA AKTEIEBOLAG AK,Pink Limited,27.110000,,0,Foreign Ordinary Shares,,
GENPF,GENIX PHARMACEUTICALS CP,Pink Limited,0.014100,,0,Foreign Ordinary Shares,Canada,British Columbia
ESVNF,UBERDOC HEALTH TECH CORP,Pink Limited,0.041000,,0,Foreign Ordinary Shares,Canada,British Columbia
UNHRF,UNITED HAMPSHIRE US REIT,Pink Limited,0.510000,,0,Other Security Type,,
INCPF,INNOCARE PHARMA LTD,Pink Limited,1.550000,,0,Foreign Ordinary Shares,,
ASPHF,ASCENTAGE PHARMA GROUP,Pink Limited,4.530000,,0,Foreign Ordinary Shares,China,
GLDAF,GLOBALDATA PLC,Pink Limited,1.370000,,0,Foreign Ordinary Shares,United Kingdom,
QIHCF,HAIER SMART HOME CO D,Pink Limited,2.420000,,0,Other Security Type,,
WPNDF,WISHPOND TECHNOLOGIES LTD,OTCQX,0.128900,0.032853,26650,Foreign Ordinary Shares,Canada,British Columbia
KDCCF,KADESTONE CAP CORP,Pink Limited,0.672800,,0,Foreign Ordinary Shares,Canada,British Columbia
CHDHF,EV DYNAMICS HLDGS LTD,Pink Limited,0.100200,,0,Foreign Ordinary Shares,China,Hong Kong
SHJBF,SHANGHAI JUNSHI BIOSCNE B,Pink Limited,3.350000,,0,Foreign Ordinary Shares,,
HRSHF,HAIER SMART HOME CO LTD,Pink Limited,2.787500,,0,Foreign Ordinary Shares,,
GBNY,GENERATIONS BANCRP NY INC,Pink Limited,15.060000,,0,Common Stock,USA,New York
HSHCY,HAIER SMART HOME U/ADR,Pink Limited,10.540000,-0.022263,457712,ADRs,,
JESCF,JPMORGAN EUR DISCVY,Pink Limited,5.200000,,0,Foreign Ordinary Shares,,
CPHGF,CONSUN PHARMACEUTICAL GP,Pink Limited,1.650000,,0,Foreign Ordinary Shares,,
TYPMF,TYRO PMTS LTD,Pink Limited,0.530000,,0,Foreign Ordinary Shares,,
XTMIF,XTM INC,Pink Limited,0.004275,,0,Foreign Ordinary Shares,Canada,Ontario
TSHCF,TOSHO CO LTD ANJO,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
KSOJF,KISOJI CO LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
KMUXF,KAMUX OYJ,Pink Limited,12.170000,,0,Foreign Ordinary Shares,,
KRMMF,KINGROSE MINING LTD,Pink Limited,0.030000,,0,Foreign Ordinary Shares,,
MXLLF,MAXELL LTD,Pink Limited,13.940000,,0,Foreign Ordinary Shares,,
GPMMF,GOLDEN PROSPECT PREC MTLS,Pink Limited,1.120000,,0,Foreign Ordinary Shares,United Kingdom,
SCPKF,7C SOLARPARKEN AG,Pink Limited,3.480000,,0,Foreign Ordinary Shares,Germany,
ESXMF,OPTEGRA VENTURES INC,Pink Limited,1.000000,,10,Foreign Ordinary Shares,Canada,British Columbia
TGCB,TEGO CYBER INC,Pink Limited,0.037000,0.111111,14000,Common Stock,USA,Nevada
THORF,THOR ENERGY PLC,OTCID,0.011000,0.100000,67000,Foreign Ordinary Shares,Australia,Western Australia
MFLPF,MITSUI FUDOSAN LOGST REIT,Pink Limited,0.000000,,0,Other Security Type,,
DOMWF,PRIME DRINK GROUP CORP,Pink Limited,0.020000,,3500,Foreign Ordinary Shares,,
KUKEY,KUKE MUSIC HLDG S/ADR,Pink Limited,0.025000,-0.084249,69225,ADRs,China,
INEOD,INEO TECH CORP NEW,OTCQB,0.079900,-0.060000,50000,Foreign Ordinary Shares,Canada,British Columbia
CLLEF,CHALLENGER GOLD LIMITED,OTCQB,0.092000,-0.052523,25000,Foreign Ordinary Shares,Australia,Western Australia
AVGTF,AVI GLOBAL TR PLC NEW,Pink Limited,3.360000,,0,Foreign Ordinary Shares,United Kingdom,
EVHEF,EVENT HOSPITALITY & ENTMT,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
CROTF,SPENDA LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Australia,Western Australia
EMPYF,EMPRESS RTY CORP,OTCQX,0.589300,-0.045823,218453,Foreign Ordinary Shares,Canada,British Columbia
TNYZF,TINY LTD A,OTCQX,3.545000,,0,Foreign Ordinary Shares,Canada,British Columbia
CBUTF,CLEAR BLUE TECH INTL,Pink Limited,0.016725,-0.484194,280000,Foreign Ordinary Shares,Canada,Ontario
TRLC,TRILINC GB IMPACT FD UT A,Pink Limited,1.020000,,0,Units,USA,California
CZGZF,CZG CESKA ZBROJOVKA GROUP,Pink Limited,49.320000,,10,Foreign Ordinary Shares,,
PSBKF,POSTAL SVINGS BK CHINA H,Pink Limited,0.669100,,0,Foreign Ordinary Shares,,
SONIF,SONICSTRATEGY INC,OTCQB,0.055710,-0.357477,173000,Foreign Ordinary Shares,Canada,Ontario
TWRKF,THEWORKS CO UK PLC,Pink Limited,0.002500,,0,Foreign Ordinary Shares,United Kingdom,
THXPF,THOR EXPLORATION LTD,Pink Limited,0.864960,0.023500,109763,Foreign Ordinary Shares,,
PMRTY,POP MART INTL UNSP/ADR,Pink Limited,21.900000,-0.016725,28305,ADRs,China,
POPMF,POP MART INTL GROUP LTD,Pink Limited,22.160000,,8845,Foreign Ordinary Shares,China,
NWLXF,NEWLOX GOLD VENTURES,Pink Limited,0.013900,-0.305000,39185,Foreign Ordinary Shares,,
GCRCF,GOLCAP RES CORP,Pink Limited,0.225200,,0,Foreign Ordinary Shares,,
HLOGF,HELIUM ONE GLOBAL LTD,Pink Limited,0.007900,0.000000,21001,Foreign Ordinary Shares,British Virgin Islands,
ADBGF,ADORE BEAUTY GROUP LTD,Pink Limited,0.650000,,0,Foreign Ordinary Shares,,
SKFG,STARK FOCUS GROUP INC,Pink Limited,0.077000,0.013158,15009,Common Stock,USA,Florida
TEIHF,TIANLI ED INTL HLDGS LTD,Pink Limited,0.000000,,0,Common Stock,,
ENIGF,ENIGMO INC,Pink Limited,0.000000,,0,Common Stock,,
MAUUF,MANHATTAN URANIUM DISCOVY,OTCID,0.250000,,1710,Foreign Ordinary Shares,Canada,British Columbia
CSTAF,CONSTELLATION ACQ CRP A,Pink Limited,13.050000,,0,Foreign Ordinary Shares,USA,New York
CSTUF,CONSTELLATION ACQ CRP UTS,Pink Limited,11.490000,,0,Units,USA,New York
CSTWF,CONSTELLATION ACQ CRP WTS,Pink Limited,0.298400,-0.000670,1000,Warrants,USA,New York
NAVVF,NAVF PLC,Pink Limited,2.100000,,0,Foreign Ordinary Shares,,
ELMTF,ELEMENT 25 LTD,OTCQX,0.170100,0.000588,2030,Foreign Ordinary Shares,Australia,Western Australia
VMTHF,VENUS MDTCH HAGZHOU B,Pink Limited,0.421900,,0,Other Security Type,,
BLUMY,BLUE MOON GRP UNSP/ADR,Pink Limited,1.785000,,0,ADRs,China,
BMONF,BLUE MOON GROUP HOLDINGS,Pink Limited,0.000000,,0,Foreign Ordinary Shares,China,
SHMSF,SHIMAO SVCS HLDG LTD,Pink Limited,0.057500,,0,Foreign Ordinary Shares,,
SHMSY,SHIMAO SVCS HLDG UNSP/ADR,Pink Limited,0.000000,,0,ADRs,,
EVGPF,EVERGRANDE PPTY SVC GRP,Pink Limited,0.145500,,0,Foreign Ordinary Shares,China,
EVGPY,EVERGRANDE PPTY UNSP/ADR,Pink Limited,0.000000,,0,ADRs,China,
